사용월,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원
201807,5호선,영등포구청,86772,20803,90585,19667
201807,5호선,오금,90742,17968,90180,17235
201807,5호선,오목교(목동운동장앞),659345,84930,719047,84028
201807,5호선,올림픽공원(한국체대),130555,33466,124708,31320
201807,5호선,왕십리(성동구청),131014,26986,159714,25557
201807,5호선,우장산,389454,83298,380046,86810
201807,5호선,장한평,462981,95923,461669,97330
201807,5호선,을지로4가,112049,41821,126323,42923
201807,5호선,종로3가,373364,120704,341230,122435
201807,5호선,천호(풍납토성),490688,153729,495604,162318
201807,5호선,청구,99044,27474,91479,21846
201807,5호선,충정로(경기대입구),118735,15891,118749,17042
201807,5호선,행당,208937,49458,181911,45104
201807,5호선,개롱,162036,46102,162059,47336
201807,6호선,광흥창(서강),234194,58278,225213,56965
201807,6호선,구산,191370,56691,130021,57783
201807,6호선,녹사평(용산구청),190458,20173,196884,19390
201807,6호선,효창공원앞,177113,40394,161231,37627
201807,6호선,고려대(종암),240888,35282,227458,35810
201807,6호선,대흥(서강대앞),215815,48380,226205,48016
201807,6호선,독바위,68451,21557,70022,25658
201807,6호선,돌곶이,204655,68548,187910,67874
201807,6호선,디지털미디어시티,357626,53563,395067,53520
201807,6호선,동묘앞,210539,65747,222515,62070
201807,6호선,마포구청,354751,80947,312204,74720
201807,6호선,망원,341753,82521,371354,86384
201807,6호선,버티고개,59780,15109,51720,17178
201807,6호선,보문,201312,33574,179744,31362
201807,6호선,봉화산(서울의료원),243108,56924,218460,56053
201807,6호선,불광,133273,46760,134331,36982
201807,6호선,상월곡(한국과학기술연구원),151219,42741,131840,42337
201807,6호선,삼각지,190366,16674,151153,13759
201807,6호선,상수,299100,23384,351715,24027
201807,6호선,새절(신사),318486,88722,297013,89143
201807,6호선,석계,320459,78122,322945,79327
201807,6호선,신당,222205,39814,237281,38812
201807,6호선,안암(고대병원앞),345707,33920,347291,32254
201807,6호선,약수,91893,24343,92865,22141
201807,6호선,연신내,32,2,0,0
201807,6호선,역촌,89357,37833,106543,35820
201807,6호선,월곡(동덕여대),295266,75673,281375,75383
201807,6호선,월드컵경기장(성산),125491,51790,138584,53012
201807,6호선,응암,437019,114632,425063,114761
201807,6호선,이태원,484063,34095,552129,35877
201807,6호선,증산(명지대앞),248743,73035,231275,72878
201807,6호선,창신,90402,18475,69275,17471
201807,6호선,청구,96334,19942,101664,23865
201807,6호선,합정,450534,42068,392148,38250
201807,6호선,태릉입구,135231,29450,156238,30294
201807,6호선,한강진,234071,14488,278431,14378
201807,6호선,화랑대(서울여대입구),331086,47209,245726,42684
201807,6호선,공덕,486720,72764,479597,69019
201807,7호선,가산디지털단지,1142232,86033,1141148,81211
201807,7호선,학동,578509,59215,640163,56391
201807,7호선,고속터미널,563806,79825,480199,72748
201807,7호선,건대입구,432007,58370,464578,53163
201807,7호선,공릉(서울과학기술대),311134,67950,309451,68342
201807,7호선,광명사거리,659852,152343,639539,155476
201807,7호선,군자(능동),375122,80277,272257,67284
201807,7호선,굴포천,244447,34698,256784,35338
201807,7호선,까치울,198734,26797,187265,27005
201807,7호선,남구로,439488,60432,462720,62218
201807,7호선,노원,537345,122526,585757,122056
201807,7호선,남성,286256,72111,260802,72496
201807,7호선,내방,366431,66246,380378,64850
201807,7호선,논현,543790,53965,603026,53786
201807,7호선,대림(구로구청),288177,36919,291949,35627
201807,7호선,도봉산,232949,43738,274944,61677
201807,7호선,뚝섬유원지,249533,47027,238190,47168
201807,7호선,마들,292157,77541,264914,77755
201807,7호선,면목,382202,89435,360787,91721
201807,7호선,먹골,265036,62330,254608,63551
201807,7호선,반포,162417,34302,160561,32635
201807,7호선,보라매,236121,44676,237437,43846
201807,7호선,부천시청,354404,51667,358401,50119
201807,7호선,부천종합운동장,131899,17536,109801,16957
201807,7호선,부평구청,330263,33198,262618,30562
201807,7호선,사가정,394947,95526,386607,95536
201807,7호선,상도,273105,60249,257270,57101
201807,7호선,상동,396831,50025,414745,50962
201807,7호선,상봉(시외버스터미널),459466,71908,438086,67963
201807,7호선,삼산체육관,142036,26409,124640,25896
201807,7호선,수락산,333526,92705,323365,92978
201807,7호선,숭실대입구(살피재),341993,59517,334343,61296
201807,7호선,신대방삼거리,415269,96162,389263,98032
201807,7호선,신중동,391621,53874,388687,52299
201807,7호선,어린이대공원(세종대),357590,42876,346911,41896
201807,7호선,신풍,290890,69890,273327,70749
201807,7호선,온수(성공회대입구),282520,37420,267083,36758
201807,7호선,용마산,158614,36111,144082,39337
201807,7호선,이수,437427,79131,443288,77394
201807,7호선,장승배기,266413,79190,256026,80722
201807,7호선,장암,71412,11882,28816,8741
201807,7호선,중계,385938,95019,347974,92924
201807,7호선,천왕,222903,47474,202933,47419
201807,7호선,중곡,255389,60331,227838,61884
201807,7호선,중화,290364,64019,276168,63561
201807,7호선,철산,626709,99549,648176,99805
201807,7호선,청담,525334,73299,613526,71195
201807,7호선,춘의,248203,29814,240239,28807
201807,7호선,태릉입구,217153,42880,200661,40294
201807,7호선,하계,491816,108147,461494,103488
201807,7호선,강남구청,396206,46604,446442,47271
201807,8호선,가락시장,165875,51402,200527,51256
201807,8호선,천호(풍납토성),481667,96749,562726,91568
201807,8호선,남한산성입구(성남법원.검찰청),338841,74243,294938,71471
201807,8호선,단대오거리,262492,66415,254649,62793
201807,8호선,모란,96295,50969,75659,36867
201807,8호선,몽촌토성(평화의문),167525,41385,178396,41216
201807,8호선,문정,478777,49483,499999,49573
201807,8호선,복정,289316,46681,231452,42875
201807,8호선,송파,131246,35907,128216,35342
201807,8호선,산성,137654,33514,131522,36502
201807,8호선,석촌,217743,61593,229062,62232
201807,8호선,수진,124283,48302,111712,48006
201807,8호선,신흥,103582,43777,110673,45627
201807,8호선,암사,472353,97682,406404,95934
201807,8호선,잠실(송파구청),391479,75651,466925,69643
201807,8호선,강동구청,268960,63418,274439,64753
201807,8호선,장지,492251,72573,483870,70033
201807,9호선,가양,507107,124461,484955,120945
201807,9호선,개화,179403,37146,116544,29303
201807,9호선,고속터미널,364455,52946,599845,65188
201807,9호선,공항시장,66476,23047,75332,25102
201807,9호선,구반포,69694,23875,75323,24596
201807,9호선,국회의사당,447828,54185,457938,48048
201807,9호선,노량진,762122,81509,782211,83518
201807,9호선,김포공항,278021,24585,350640,26593
201807,9호선,노들,116013,32619,97300,30376
201807,9호선,당산,486740,66582,468962,61865
201807,9호선,동작(현충원),43610,12086,32520,10179
201807,9호선,등촌,249921,81253,244617,82213
201807,9호선,마곡나루,219849,15395,210793,15474
201807,9호선,사평,71148,14890,67438,14784
201807,9호선,선유도,186848,25818,185445,25528
201807,9호선,샛강,132892,26702,143349,27022
201807,9호선,신논현,889301,52614,907245,50436
201807,9호선,신목동,105344,18750,92193,17621
201807,9호선,신반포,84635,24263,85296,24725
201807,9호선,신방화,205017,46445,197846,46605
201807,9호선,양천향교,210005,40430,212051,40206
201807,9호선,여의도,570721,43351,552933,39001
201807,9호선,흑석(중앙대입구),208286,52828,218519,54432
201807,9호선,염창,433893,63034,412819,62244
201807,9호선,증미,177522,43820,183048,44887
201807,9호선2단계,봉은사,452395,43126,434135,40845
201807,9호선2단계,삼성중앙,140894,22002,147425,22209
201807,9호선2단계,종합운동장,181069,17416,152653,14432
201807,9호선2단계,언주,236214,24990,235026,24571
201807,9호선2단계,선정릉,199648,21164,207173,20461
201806,1호선,청량리(서울시립대입구),469160,322593,488918,329439
201806,1호선,제기동,281903,336234,274808,358467
201806,1호선,종각,1087401,153972,1051890,144907
201806,1호선,신설동,355988,122195,347653,118675
201806,1호선,종로5가,486711,279136,501362,268014
201806,1호선,종로3가,637727,374916,594672,349082
201806,1호선,동대문,321562,138219,366887,144694
201806,1호선,동묘앞,166011,147621,178815,149960
201806,1호선,서울역,1368602,215403,1328970,211826
201806,1호선,시청,612591,95046,611084,94150
201806,2호선,강남,2796726,169694,2845116,151668
201806,2호선,홍대입구,2229021,114714,2409514,111535
201806,2호선,건대입구,1236324,97220,1375205,101710
201806,2호선,교대(법원.검찰청),914688,163808,1034165,183326
201806,2호선,구의(광진구청),603198,106032,579279,107874
201806,2호선,구로디지털단지,1680846,171197,1672072,172997
201806,2호선,낙성대,800096,112077,754223,113757
201806,2호선,당산,570208,69811,637805,75586
201806,2호선,대림(구로구청),782948,117499,805862,121789
201806,2호선,도림천,27644,6580,30036,7257
201806,2호선,동대문역사문화공원,505218,62263,584307,67088
201806,2호선,뚝섬,444880,64461,476517,64639
201806,2호선,문래,488474,83987,498192,83602
201806,2호선,사당,1041885,213400,1280972,204484
201806,2호선,방배,527498,81338,541169,80490
201806,2호선,봉천,573791,152098,513949,153313
201806,2호선,삼성(무역센터),1571643,128588,1625909,121744
201806,2호선,상왕십리,357245,68318,333208,69131
201806,2호선,서울대입구(관악구청),1387185,206746,1341743,199480
201806,2호선,서초,588299,85870,585737,87063
201806,2호선,성수,695059,101782,769758,104269
201806,2호선,선릉,1393066,212636,1201285,185573
201806,2호선,시청,649519,57666,623857,53358
201806,2호선,신답,32874,10677,36817,11329
201806,2호선,신당,352056,104138,367455,106054
201806,2호선,신대방,740492,136443,691232,138388
201806,2호선,신도림,1579756,211384,1580226,203150
201806,2호선,신림,1859339,242524,1805434,249873
201806,2호선,신촌,1276109,139862,1312598,139314
201806,2호선,신설동,93276,37263,87417,38090
201806,2호선,신정네거리,224060,66980,227964,67845
201806,2호선,아현,257230,65759,245003,65236
201806,2호선,양천구청,160360,46148,168926,47996
201806,2호선,역삼,1180938,145619,1326503,149398
201806,2호선,영등포구청,530440,103258,541523,101756
201806,2호선,왕십리(성동구청),529918,59098,425041,49869
201806,2호선,용두(동대문구청),46781,23906,46696,25204
201806,2호선,용답,65738,16658,65877,16391
201806,2호선,을지로3가,543845,89058,532853,87595
201806,2호선,을지로4가,277684,92088,278531,88422
201806,2호선,을지로입구,1341897,113628,1336730,104543
201806,2호선,이대,529400,64843,566124,65973
201806,2호선,잠실(송파구청),2363849,233939,2239182,220639
201806,2호선,잠실나루,421656,90418,403104,90960
201806,2호선,종합운동장,559721,61985,651700,66448
201806,2호선,충정로(경기대입구),279734,53188,298997,52717
201806,2호선,한양대,327577,15617,378921,16823
201806,2호선,잠실새내,685607,122707,699490,120903
201806,2호선,합정,907641,74075,996025,75219
201806,2호선,강변(동서울터미널),1235175,147902,1223100,144767
201806,3호선,가락시장,232378,75258,223690,73735
201806,3호선,홍제,442448,149555,411807,148452
201806,3호선,고속터미널,1635189,189339,1553884,180611
201806,3호선,경찰병원,185261,40254,182634,40949
201806,3호선,교대(법원.검찰청),363897,70752,248078,44390
201806,3호선,구파발,524878,105960,487999,100284
201806,3호선,금호,206221,58217,183611,57227
201806,3호선,남부터미널(예술의전당),898452,129102,932531,129712
201806,3호선,녹번,325987,65040,274772,63034
201806,3호선,대청,245200,52930,214449,50925
201806,3호선,독립문,178285,76294,185839,76932
201806,3호선,대치,307209,62194,295762,59305
201806,3호선,도곡,156267,27752,155852,24763
201806,3호선,동대입구,307339,39623,346607,42297
201806,3호선,매봉,269960,57589,259065,53130
201806,3호선,무악재,87970,31987,88762,34262
201806,3호선,불광,429054,152946,470735,168677
201806,3호선,수서,437522,102278,433118,99573
201806,3호선,안국,637343,122611,683903,132546
201806,3호선,신사,870766,72743,952334,70715
201806,3호선,압구정,854777,149918,936902,147576
201806,3호선,약수,345211,87857,333118,85045
201806,3호선,양재(서초구청),1020376,166384,1101827,167928
201806,3호선,연신내,1017310,272704,951093,262964
201806,3호선,오금,182536,29560,162581,27820
201806,3호선,옥수,245863,62804,259875,63617
201806,3호선,을지로3가,241466,59130,262789,57838
201806,3호선,종로3가,220521,59454,321296,69759
201806,3호선,일원,214108,59045,217839,60346
201806,3호선,잠원,151159,37736,143958,36736
201806,3호선,지축,28922,12019,31159,14230
201806,3호선,충무로,60,1,0,0
201806,3호선,학여울,58506,14742,60629,14436
201806,3호선,경복궁(정부서울청사),655993,91996,673597,88786
201806,4호선,회현(남대문시장),710506,233094,773336,232497
201806,4호선,길음,589263,128566,556313,129245
201806,4호선,노원,575565,94406,660242,92535
201806,4호선,당고개,297647,95738,276228,95089
201806,4호선,동대문,601799,164071,613729,152823
201806,4호선,동대문역사문화공원,623033,66040,569453,59613
201806,4호선,동작(현충원),67199,29055,73425,29046
201806,4호선,명동,1072111,73138,1170976,76229
201806,4호선,사당,766790,96780,672136,101527
201806,4호선,미아(서울사이버대학),405413,120811,367652,118392
201806,4호선,미아사거리,722749,184258,684540,181676
201806,4호선,삼각지,117753,28465,147312,31211
201806,4호선,상계,518194,120795,454964,118954
201806,4호선,서울역,347198,41365,608196,52706
201806,4호선,성신여대입구(돈암),651694,95190,617740,96498
201806,4호선,수유(강북구청),963278,213214,938496,213806
201806,4호선,신용산,408273,50607,428178,51160
201806,4호선,숙대입구(갈월),449298,57598,438984,54285
201806,4호선,쌍문,826781,169473,714334,164120
201806,4호선,이촌(국립중앙박물관),236086,47416,266829,51649
201806,4호선,창동,675162,195091,724606,203023
201806,4호선,총신대입구(이수),501709,153385,569900,161521
201806,4호선,충무로,821243,125834,841289,126829
201806,4호선,한성대입구(삼선교),431495,79018,410775,78182
201806,4호선,남태령,99501,10881,27519,7700
201806,4호선,혜화,1112041,132663,1166128,132937
201806,5호선,거여,157732,52794,145622,51447
201806,5호선,고덕,226604,64210,218424,62950
201806,5호선,공덕,355544,45848,384719,42939
201806,5호선,개화산,139957,35810,131854,34293
201806,5호선,강동,496125,102308,423340,92989
201806,5호선,화곡,745401,145636,678066,139878
201806,5호선,광화문(세종문화회관),939352,84350,998566,83180
201806,5호선,광나루(장신대),365642,71540,328319,68377
201806,5호선,군자(능동),292910,39420,325779,43051
201806,5호선,굽은다리(강동구민회관앞),230285,66006,215806,61156
201806,5호선,길동,168583,66709,174948,67982
201806,5호선,김포공항,211782,28388,180460,28202
201806,5호선,까치산,753842,156902,700945,157973
201806,5호선,답십리,405865,86365,361750,84139
201806,5호선,마곡,199721,28977,178464,27702
201806,5호선,동대문역사문화공원,69881,9373,84623,10526
201806,5호선,둔촌동,230514,66433,230117,69033
201806,5호선,마장,145391,41280,135894,40339
201806,5호선,마천,110965,48694,107889,51432
201806,5호선,마포,342863,64776,351352,63537
201806,5호선,명일,188282,63194,192896,64676
201806,5호선,목동,463056,86244,491424,87388
201806,5호선,방이,177483,44171,178238,43669
201806,5호선,발산,440751,71583,444421,69239
201806,5호선,방화,175973,48871,165463,47190
201806,5호선,상일동,309499,67515,249625,63939
201806,5호선,서대문,439247,71400,457655,68135
201806,5호선,송정,218779,61680,208859,63125
201806,5호선,신금호,159092,39038,154619,43828
201806,5호선,신길,87849,12063,101690,13054
201806,5호선,신정(은행정),369658,62289,284937,60386
201806,5호선,양평,161227,28931,159281,28569
201806,5호선,아차산(어린이대공원후문),366756,97498,344869,93918
201806,5호선,애오개,175458,39294,174503,38263
201806,5호선,여의나루,363004,31350,379684,30384
201806,5호선,여의도,600015,51457,670250,50539
201806,5호선,영등포구청,84557,20988,88178,20005
201806,5호선,영등포시장,203446,81170,221070,83230
201806,5호선,오목교(목동운동장앞),632629,84560,688096,83514
201806,5호선,오금,90743,18125,90202,17482
201806,5호선,올림픽공원(한국체대),158179,36029,154988,33620
201806,5호선,왕십리(성동구청),126070,26629,155991,25698
201806,5호선,우장산,388096,83499,377031,86399
201806,5호선,을지로4가,107089,43125,124647,44253
201806,5호선,장한평,450538,95757,447980,96792
201806,5호선,종로3가,352797,118676,328616,122723
201806,5호선,충정로(경기대입구),114337,15725,116225,16721
201806,5호선,천호(풍납토성),477590,148259,495208,157471
201806,5호선,청구,98986,27846,91398,21723
201806,5호선,행당,209121,49701,181179,45412
201806,5호선,개롱,157168,45912,157028,46577
201806,6호선,고려대(종암),252582,35703,240009,36098
201806,6호선,효창공원앞,179729,41141,166519,37872
201806,6호선,광흥창(서강),223179,56343,213235,55270
201806,6호선,녹사평(용산구청),206477,21146,213723,20242
201806,6호선,구산,187722,56094,125072,57325
201806,6호선,대흥(서강대앞),223012,47523,233356,47214
201806,6호선,독바위,66214,21004,68659,25333
201806,6호선,돌곶이,206549,62421,188294,61696
201806,6호선,동묘앞,214540,68182,224995,63504
201806,6호선,디지털미디어시티,344637,54860,376623,54807
201806,6호선,마포구청,343585,80695,299701,74401
201806,6호선,버티고개,59636,14812,50755,16843
201806,6호선,보문,198803,33134,177124,30729
201806,6호선,봉화산(서울의료원),234857,53456,210509,52110
201806,6호선,망원,334000,84679,363457,88468
201806,6호선,불광,124174,42930,126988,34233
201806,6호선,삼각지,201084,19000,156879,15103
201806,6호선,상수,296467,22582,353558,23205
201806,6호선,상월곡(한국과학기술연구원),155317,41434,140226,40809
201806,6호선,석계,320405,78113,322237,78952
201806,6호선,새절(신사),329172,87974,308163,88866
201806,6호선,신당,226403,39306,234725,38263
201806,6호선,안암(고대병원앞),368219,32243,371708,31105
201806,6호선,약수,88506,23947,89323,22228
201806,6호선,역촌,83796,35698,102028,34638
201806,6호선,연신내,29,1,0,0
201806,6호선,월곡(동덕여대),309294,75308,289633,74749
201806,6호선,이태원,501850,35609,583038,37496
201806,6호선,월드컵경기장(성산),112009,53692,122960,54251
201806,6호선,응암,432183,115595,415977,114686
201806,6호선,증산(명지대앞),247531,72667,230899,72665
201806,6호선,창신,91405,17748,73402,16818
201806,6호선,청구,94321,20247,100420,24104
201806,6호선,태릉입구,136300,31201,166901,31911
201806,6호선,한강진,220442,15265,267783,15653
201806,6호선,화랑대(서울여대입구),338509,47727,249796,42797
201806,6호선,합정,431438,42361,380159,38172
201806,6호선,공덕,463535,72882,454889,69264
201806,7호선,가산디지털단지,1044677,82497,1046087,77747
201806,7호선,학동,548145,61527,609158,59009
201806,7호선,건대입구,427528,55563,458528,50331
201806,7호선,고속터미널,547376,78960,470974,70206
201806,7호선,공릉(서울과학기술대),318665,68843,312985,69750
201806,7호선,광명사거리,653914,150911,631622,153820
201806,7호선,까치울,201455,29510,189155,29414
201806,7호선,군자(능동),363217,80738,259110,66764
201806,7호선,굴포천,240817,34789,249965,35094
201806,7호선,남구로,419101,59614,441532,60978
201806,7호선,남성,285255,71449,260456,71366
201806,7호선,내방,351353,65062,364205,63696
201806,7호선,노원,506399,117419,556295,117612
201806,7호선,대림(구로구청),279766,35519,283288,34264
201806,7호선,논현,514004,53889,569264,54183
201806,7호선,도봉산,242115,44807,287310,63454
201806,7호선,뚝섬유원지,274420,46910,262403,46997
201806,7호선,마들,286172,76709,257857,76553
201806,7호선,먹골,261652,61355,249731,62678
201806,7호선,면목,408320,88452,385319,90919
201806,7호선,반포,164023,33921,160876,32067
201806,7호선,부천종합운동장,135859,19560,112902,18685
201806,7호선,보라매,233406,43983,234350,43639
201806,7호선,부천시청,329311,50016,333107,48105
201806,7호선,부평구청,322293,31233,254961,28488
201806,7호선,사가정,390856,96096,381398,95170
201806,7호선,삼산체육관,137342,25830,119187,25139
201806,7호선,상도,287650,60031,277237,56823
201806,7호선,상동,382751,49374,401032,50312
201806,7호선,수락산,332054,93622,317510,93359
201806,7호선,상봉(시외버스터미널),455984,73200,433869,68287
201806,7호선,숭실대입구(살피재),410713,60966,402364,62292
201806,7호선,신대방삼거리,405540,92219,376634,93858
201806,7호선,신중동,380884,52288,378619,50771
201806,7호선,신풍,286918,70140,269244,70788
201806,7호선,어린이대공원(세종대),443585,45905,447855,45770
201806,7호선,온수(성공회대입구),293279,36258,283469,35760
201806,7호선,장승배기,255878,77932,245040,79878
201806,7호선,장암,68168,9520,26789,6736
201806,7호선,중계,379952,94397,342379,92223
201806,7호선,이수,424094,78746,425630,76258
201806,7호선,용마산,156806,35925,141651,39570
201806,7호선,중곡,251554,61295,223673,62643
201806,7호선,중화,285202,62790,270492,62381
201806,7호선,천왕,216589,47415,197272,47266
201806,7호선,청담,503017,74208,586709,72169
201806,7호선,철산,613028,100008,629556,100331
201806,7호선,춘의,242314,30433,236173,30218
201806,7호선,태릉입구,233796,43691,216186,40766
201806,7호선,하계,491387,108478,461563,103106
201806,7호선,강남구청,381853,47686,430922,48204
201806,8호선,가락시장,160978,54112,194742,53945
201806,8호선,천호(풍납토성),465074,94727,539358,89249
201806,8호선,모란,94512,53895,75320,38841
201806,8호선,남한산성입구(성남법원.검찰청),357920,77203,322037,74532
201806,8호선,단대오거리,272065,67283,252529,63303
201806,8호선,몽촌토성(평화의문),169140,43766,179846,43823
201806,8호선,문정,442884,49639,461356,49532
201806,8호선,복정,304446,49067,244309,44527
201806,8호선,산성,143390,34520,136321,37899
201806,8호선,송파,129903,36911,127618,36293
201806,8호선,석촌,209826,61504,219593,62535
201806,8호선,수진,118456,45901,106737,45511
201806,8호선,신흥,98993,42472,105517,44509
201806,8호선,암사,461618,95495,394549,93578
201806,8호선,잠실(송파구청),354783,65985,429436,62139
201806,8호선,장지,472316,72671,458906,70173
201806,8호선,강동구청,258459,63201,254296,62974
201806,9호선,가양,489671,123847,467584,120215
201806,9호선,공항시장,64065,21922,70844,23816
201806,9호선,개화,174538,38916,112926,31025
201806,9호선,고속터미널,362412,52469,578510,65108
201806,9호선,구반포,69434,24683,75419,25239
201806,9호선,국회의사당,386014,49508,398395,44198
201806,9호선,김포공항,267002,20340,341524,21901
201806,9호선,노들,110131,31387,91765,29305
201806,9호선,당산,463218,64279,438333,59465
201806,9호선,노량진,740858,87229,759621,89393
201806,9호선,동작(현충원),61561,24894,48042,23125
201806,9호선,등촌,232719,80609,227653,81112
201806,9호선,마곡나루,204733,15331,196435,15248
201806,9호선,사평,67115,14681,62369,14339
201806,9호선,샛강,126283,26795,134626,27201
201806,9호선,선유도,176385,25827,174241,25516
201806,9호선,신반포,83546,24912,83514,25742
201806,9호선,신논현,819608,52151,835267,49987
201806,9호선,신목동,100635,20900,88371,19509
201806,9호선,신방화,198015,45452,190478,45611
201806,9호선,양천향교,205420,39760,205935,39352
201806,9호선,여의도,514653,42246,501734,38309
201806,9호선,염창,421996,63351,398185,62566
201806,9호선,증미,163317,41831,166394,42615
201806,9호선,흑석(중앙대입구),237649,52225,243596,53835
201806,9호선2단계,봉은사,375319,40302,365643,37918
201806,9호선2단계,삼성중앙,128090,20638,134586,20747
201806,9호선2단계,종합운동장,179489,17161,147858,14113
201806,9호선2단계,언주,213643,24007,216547,23727
201806,9호선2단계,선정릉,186281,20365,193452,20060
201805,1호선,제기동,300639,346736,293913,368445
201805,1호선,종각,1181827,165112,1114841,155377
201805,1호선,종로3가,698084,389914,640950,362722
201805,1호선,신설동,378709,126830,370725,123295
201805,1호선,종로5가,538824,294157,548201,282348
201805,1호선,청량리(서울시립대입구),510062,333179,535905,337733
201805,1호선,서울역,1461377,230474,1425288,226668
201805,1호선,시청,661526,98996,657566,97886
201805,1호선,동묘앞,181775,155989,197823,158013
201805,1호선,동대문,345200,143836,393666,150932
201805,2호선,사당,1076905,210906,1345626,204010
201805,2호선,문래,512930,87818,522285,87662
201805,2호선,봉천,596436,156219,536889,157331
201805,2호선,강남,2915639,177181,2963558,159159
201805,2호선,홍대입구,2427700,119746,2598443,116691
201805,2호선,건대입구,1391432,101256,1522896,106415
201805,2호선,교대(법원.검찰청),954395,168025,1084402,187699
201805,2호선,낙성대,845597,117396,807415,118879
201805,2호선,구로디지털단지,1764337,177987,1753688,180441
201805,2호선,구의(광진구청),639040,109680,615083,111513
201805,2호선,당산,596623,71711,677872,78118
201805,2호선,대림(구로구청),822694,122003,846561,126872
201805,2호선,도림천,28196,6479,31785,7184
201805,2호선,동대문역사문화공원,537265,64590,616883,69828
201805,2호선,뚝섬,476425,67462,510726,67897
201805,2호선,상왕십리,374919,70694,352867,71869
201805,2호선,삼성(무역센터),1674189,128137,1729143,119943
201805,2호선,서울대입구(관악구청),1487611,216361,1438004,209331
201805,2호선,서초,608358,90464,606473,91334
201805,2호선,선릉,1451512,215416,1245341,187280
201805,2호선,성수,724640,111356,798664,113681
201805,2호선,시청,686940,60258,664119,55324
201805,2호선,신답,33893,10744,38146,11672
201805,2호선,신당,371850,108234,388926,110090
201805,2호선,신림,1955687,253495,1902132,260176
201805,2호선,신대방,784441,140986,732818,142860
201805,2호선,신도림,1645745,213109,1647085,204647
201805,2호선,신설동,99767,37684,93675,38968
201805,2호선,신정네거리,240853,68951,245730,70104
201805,2호선,신촌,1421635,144952,1460389,144670
201805,2호선,아현,276475,68131,266335,67679
201805,2호선,역삼,1230287,153224,1377594,156591
201805,2호선,양천구청,174879,47335,183023,48711
201805,2호선,영등포구청,566091,107200,577624,106189
201805,2호선,왕십리(성동구청),579489,60871,461517,51717
201805,2호선,용답,72065,17616,74347,17543
201805,2호선,용두(동대문구청),49812,23834,49973,25382
201805,2호선,을지로3가,562387,91331,547337,91080
201805,2호선,을지로4가,294823,97669,295375,93827
201805,2호선,잠실(송파구청),2561842,245676,2423017,230863
201805,2호선,을지로입구,1407421,117649,1398140,108861
201805,2호선,이대,611373,69373,655495,70490
201805,2호선,잠실나루,445934,94993,427509,95884
201805,2호선,잠실새내,719741,127075,733490,125401
201805,2호선,종합운동장,561658,65567,647944,70735
201805,2호선,충정로(경기대입구),294417,55138,318543,54725
201805,2호선,한양대,411184,16539,486136,17792
201805,2호선,강변(동서울터미널),1335767,155330,1320412,151345
201805,2호선,합정,958698,77414,1044731,78895
201805,2호선,방배,581762,84371,598776,83846
201805,3호선,가락시장,243872,76953,235168,75239
201805,3호선,홍제,484062,159548,454297,158150
201805,3호선,경찰병원,196606,41291,193449,41800
201805,3호선,고속터미널,1774098,199127,1684537,189870
201805,3호선,교대(법원.검찰청),385955,73163,264832,46536
201805,3호선,구파발,556206,110434,514897,104887
201805,3호선,녹번,347224,68342,294039,66638
201805,3호선,대청,260370,56803,229088,54481
201805,3호선,대치,327751,64483,315836,61896
201805,3호선,남부터미널(예술의전당),953787,135982,986421,136199
201805,3호선,금호,218691,61041,196149,60109
201805,3호선,도곡,166859,29675,165186,26276
201805,3호선,독립문,196461,81408,209043,82691
201805,3호선,동대입구,370196,44034,429750,47015
201805,3호선,무악재,94226,33108,96570,35521
201805,3호선,매봉,285356,59449,273652,54691
201805,3호선,불광,461377,159064,507008,175118
201805,3호선,수서,463111,106567,458627,103401
201805,3호선,신사,894871,75168,972824,72968
201805,3호선,안국,720695,134914,766236,146723
201805,3호선,압구정,865287,156001,955627,155602
201805,3호선,약수,363226,91883,349994,88764
201805,3호선,오금,191407,30383,170223,28646
201805,3호선,양재(서초구청),1092169,171578,1172423,173634
201805,3호선,연신내,1075132,287351,1006852,277044
201805,3호선,옥수,258058,64548,270991,64841
201805,3호선,을지로3가,250700,61113,271484,60406
201805,3호선,일원,228679,62210,231086,63965
201805,3호선,잠원,159144,38459,152026,37542
201805,3호선,종로3가,235548,61850,344161,72647
201805,3호선,충무로,70,3,0,0
201805,3호선,지축,30236,12311,32413,14758
201805,3호선,학여울,80318,15301,81694,15116
201805,3호선,경복궁(정부서울청사),755543,99587,788116,96793
201805,4호선,길음,651450,132526,627267,133526
201805,4호선,회현(남대문시장),754789,241347,812755,240608
201805,4호선,노원,623627,98668,712042,96767
201805,4호선,당고개,320617,101034,297370,100263
201805,4호선,동대문,647813,173451,655445,161366
201805,4호선,명동,1139554,77852,1231726,80973
201805,4호선,동대문역사문화공원,666526,68899,608841,62432
201805,4호선,동작(현충원),68620,24428,75233,24768
201805,4호선,미아(서울사이버대학),441088,127406,402536,125433
201805,4호선,미아사거리,771644,191880,735783,189583
201805,4호선,사당,819549,98838,719770,101972
201805,4호선,삼각지,124377,28599,156903,31377
201805,4호선,서울역,366252,43686,645428,56733
201805,4호선,상계,554794,125678,486661,124267
201805,4호선,성신여대입구(돈암),730140,100467,694121,100989
201805,4호선,수유(강북구청),1035285,225924,1010762,226076
201805,4호선,숙대입구(갈월),494366,59993,486702,56450
